Depthm,T_degC,Salnty,O2ml_L,STheta,ChlorA,PO4uM,SiO3uM,NO3uM
50,16.272,33.2013,5.684,24.30715,0.26,0.34,1.75,0.06
439,6.36,34.24,0.45,26.911,,,,
75,10.94,33.4,,25.542,,,,
500,5.55,34.172,0.63,26.959,,3.12,80.4,41.2
70,17.56,33.775,5.92,24.445,,,,
30,16.41,33.54,,24.533,,,,
50,14.22,33.496,4.87,24.981,,0.46,,
4,13.352,33.6992,7.264,25.31562,5.064,0.49,2.27,2.6
75,10.8,33.563,4.25,25.694,0.12,1.42,15.6,17.3
10,11.42,32.17,5.87,24.499,,,,
40,10.48,33.4,,25.622,,,,
200,8.34,33.961,3.09,26.41,,,,
100,10.36,33.7,,25.878,,,,
157,8.5,34.09,1.81,26.486,,,,
113,10.32,33.58,4.07,25.792,,,,
400,6.14,34.094,,26.823,,,,
400,6.38,34.217,0.7,26.89,,,,
0,17.38,34.33,,24.911,,,,
250,7.76,34.106,1.87,26.611,,,,
250,9.21,,1.58,,,2.28,,
75,11.58,33.683,5.73,25.647,,,,
268,7.71,34.06,2.66,26.582,,2.1,43.0,29.3
200,8.71,34.029,2.43,26.407,,,,
9,22.49,33.72,5.06,23.11,,,,
40,14.2,32.863,5.91,24.496,0.4,0.45,2.3,1.0
1,19.22,33.684,5.44,23.961,0.19,0.23,2.6,0.0
449,6.33,34.26,0.47,26.931,,3.03,74.2,38.8
100,9.72,33.944,2.71,26.177,,,,
20,18.51,33.339,5.55,23.877,,0.35,1.7,0.0
200,8.76,33.977,2.67,26.359,0.0,2.04,31.3,27.0
50,13.73,33.399,,25.008,,,,
553,5.29,34.29,,27.084,,,,
20,12.761,33.592,5.895,25.35096,1.342,0.76,5.34,6.3
603,6.01,34.362,0.27,27.054,,3.06,82.0,41.8
230,8.75,34.13,1.73,26.48,,,,
400,8.12,34.485,0.29,26.858,,,,
157,11.79,34.51,0.79,26.253,,,,
24,13.74,33.46,6.22,25.052,,,,
170,8.4,33.944,2.86,26.387,0.05,2.01,33.6,27.4
125,9.74,33.714,3.54,25.994,0.01,1.66,22.3,21.2
230,8.61,34.15,1.94,26.518,,,,
50,14.37,33.55,,24.991,,,,
515,5.24,34.2,,27.018,,,,
450,7.35,34.38,,26.888,,,,
0,15.063,33.5656,5.831,24.8533,2.585,0.48,3.27,0.36
29,25.41,34.72,4.72,23.008,,,,
227,7.47,34.059,2.12,26.615,,2.4,46.0,32.2
246,8.52,34.33,1.31,26.673,,,,
140,9.93,33.6024,3.598,25.87818,0.019,1.59,19.5,20.07
250,7.54,34.042,2.32,26.592,,2.32,44.5,31.1
95,13.95,33.504,5.61,25.045,0.38,0.4,4.0,1.8
125,8.79,33.876,2.65,26.273,,,,
106,12.3,33.7,3.8,25.526,,,,
30,11.74,33.586,4.53,25.541,0.44,1.25,13.0,14.4
10,18.11,33.66,,24.221,,,,
400,7.08,34.28,0.62,26.846,,,,
97,12.11,33.357,5.63,25.295,0.39,0.62,5.9,3.7
75,,,,,,,,
98,10.1,33.69,3.52,25.914,,,,
104,11.0,33.386,5.18,25.521,0.15,0.94,9.2,9.8
120,10.56,33.642,3.5,25.799,0.01,1.55,18.6,18.6
300,8.84,34.225,,26.542,,,,
262,11.06,34.7,0.14,26.537,,2.89,,
46,15.68,33.08,5.3,24.345,,0.52,,
42,15.46,33.175,5.71,24.467,0.25,0.3,2.2,0.0
144,11.34,33.49,4.87,25.542,0.05,0.9,8.5,9.9
75,13.99,33.198,6.0,24.8,0.38,0.41,3.2,0.2
100,14.0,33.941,3.15,25.372,,,,
0,20.35,33.57,5.27,23.581,,0.46,,
32,24.67,35.315,4.18,23.683,,1.11,11.2,2.3
125,9.56,33.85,,26.13,,,,
20,18.8,33.375,5.74,23.832,0.22,0.23,1.3,0.0
29,27.24,35.37,3.94,22.924,,,,
104,16.36,33.853,5.63,24.788,,0.32,1.0,
71,10.34,33.851,3.04,25.999,0.15,1.76,24.1,21.0
10,18.67,35.84,5.41,25.749,,,,
171,8.82,33.96,,26.335,,,,
0,19.7,34.02,5.57,24.094,,,,
138,11.5,34.14,1.79,26.018,,,,
205,9.05,34.016,3.09,26.344,,1.88,30.9,24.5
30,15.9,33.294,5.62,24.46,,,,
71,11.35,33.366,4.93,25.442,0.16,1.11,11.5,11.4
400,6.65,34.187,0.96,26.831,,,,
600,5.84,,0.29,,,,,
125,9.47,33.873,3.1,26.163,0.01,1.78,26.6,24.0
150,9.34,33.884,3.12,26.193,0.0,1.81,27.5,24.0
125,11.34,33.801,3.21,25.784,,,,
100,9.6,33.628,3.07,25.949,,,,
300,6.5,34.01,,26.71,,,,
133,8.59,33.92,,26.339,,,,
1500,3.27,34.52,,27.487,,,,
745,3.9,34.25,0.25,27.205,,,,
10,14.18,33.106,,,,,,
28,21.76,34.75,,24.098,,,,
30,13.06,33.445,6.04,25.178,,,,
68,12.86,33.49,4.89,25.253,,,,
0,13.42,33.313,5.91,25.003,,,,
94,13.03,32.954,5.82,24.805,0.12,0.52,3.7,2.2
21,17.32,,,,,,,
400,6.25,34.138,0.76,26.844,,,,
70,12.1,33.57,4.5,25.462,,,,
200,9.59,34.225,1.53,26.42,,,,
1000,3.51,,,,,,,
250,7.75,34.145,1.69,26.643,,2.46,48.0,32.1
20,13.87,33.682,6.54,25.19,0.54,0.27,7.8,0.3
192,7.76,33.89,,26.44,,2.29,,
300,7.3,34.094,1.5,26.668,,,,
91,10.08,33.86,2.9,26.05,,,,
55,13.59,33.416,5.07,25.05,0.32,0.63,3.2,4.4
20,16.78,33.559,5.7,24.462,0.07,0.32,3.5,0.1
400,6.81,34.076,1.84,26.722,,,,
84,14.77,33.632,5.31,24.971,,,,
139,8.78,33.879,3.01,26.278,0.01,1.94,29.6,25.6
50,16.17,33.357,5.43,24.448,,0.6,,
143,11.16,34.34,1.21,26.236,,,,
133,11.5,33.78,3.65,25.738,,1.49,,
34,15.79,33.182,5.79,24.399,0.28,0.39,2.0,0.0
150,11.9,33.771,2.55,25.658,,,,
100,9.843,33.4958,4.226,25.80788,0.042,1.42,16.46,17.6
20,16.48,33.533,,24.511,,,,
75,11.18,33.6,,25.655,,,,
30,15.49,33.57,5.64,24.764,,,,
203,8.32,34.025,2.09,26.464,0.0,2.26,38.4,30.3
398,8.2,,0.55,,,,,
378,6.49,34.075,1.39,26.763,,2.68,59.5,36.6
75,10.36,32.71,,25.105,,,,
104,15.23,34.017,5.6,25.168,0.27,0.25,3.3,0.4
100,14.94,33.52,6.02,24.848,,1.36,0.0,
600,5.48,34.346,0.42,27.106,,3.1,,
29,19.009,33.5093,5.378,23.88364,0.197,0.29,1.15,0.08
121,7.69,33.88,2.95,26.441,,,,
339,8.04,34.307,0.76,26.729,,,,
75,10.97,33.579,4.31,25.677,0.13,1.24,13.9,14.3
40,13.25,33.56,,25.229,,,,
400,7.18,34.353,0.6,26.89,,,,
74,10.63,33.21,5.03,25.449,,1.01,,
300,7.0,34.178,1.26,26.775,,,,
230,8.265,33.997,2.419,26.45391,,2.17,36.96,29.48
30,10.46,33.456,,25.669,,,,
203,8.99,34.27,1.46,26.552,,,,
126,12.84,33.91,2.94,25.584,,,,
2389,1.82,34.667,1.92,27.732,,,,
500,5.71,34.24,0.44,26.994,,,,
71,11.58,33.412,4.48,25.436,0.1,1.27,12.3,13.7
230,8.65,33.893,3.52,26.31,,1.74,28.1,24.1
100,10.21,33.756,3.45,25.947,0.04,1.61,21.2,19.7
10,15.13,33.546,6.14,24.824,3.57,0.18,0.0,0.0
1100,3.53,34.51,0.81,27.452,,,,
250,9.66,34.321,1.34,26.484,,,,
515,5.75,34.253,0.39,26.999,,3.14,79.8,40.9
65,15.32,33.325,6.04,24.614,0.25,0.32,2.3,0.0
20,13.65,32.953,5.65,24.679,,,,
20,10.28,33.69,,25.882,,,,
300,8.65,34.238,1.35,26.582,,2.43,42.2,30.2
50,17.22,33.883,5.4,24.608,,,,
111,13.88,34.78,0.39,26.046,,,,
556,6.22,34.339,0.32,27.009,,,,
10,19.04,33.89,5.51,24.164,,0.35,,
174,9.0,33.569,4.06,26.001,0.0,1.59,20.3,20.5
30,14.25,33.3605,6.303,24.87068,0.795,0.36,0.71,0.11
20,12.86,33.2,,25.027,,,,
166,8.89,33.939,3.02,26.308,0.01,1.58,29.0,23.9
20,18.53,33.492,5.41,23.989,,0.38,,
115,11.46,33.64,4.66,25.636,,,,
100,11.45,34.203,,26.076,,,,
30,18.16,34.372,5.68,24.754,,,,
30,14.78,33.5,,24.865,,0.45,3.0,0.0
145,8.68,,2.73,,,2.21,,
51,14.23,33.195,6.11,24.747,0.16,0.35,3.3,0.0
250,7.45,33.975,2.87,26.552,,2.59,,
69,15.79,33.437,5.97,24.596,0.16,0.32,3.1,0.2
10,14.91,33.373,5.51,24.738,,,,
100,10.955,33.3406,4.899,25.49621,0.08,1.06,9.8,11.7
524,7.12,34.47,0.18,26.992,,,,
329,7.28,34.228,0.9,26.776,,2.8,59.4,36.1
1800,2.35,34.628,1.58,27.656,,,,
50,19.2,33.68,5.61,23.965,,,,
500,6.29,34.329,0.49,26.991,,,,
213,9.2,34.11,2.11,26.393,,,,
0,22.48,34.086,4.97,23.39,,,,
10,16.19,33.433,5.86,24.501,0.94,0.35,2.0,0.1
125,10.31,33.817,2.58,25.978,,,,
50,9.96,33.502,4.32,25.79,0.16,1.43,16.7,16.5
400,6.17,33.99,2.25,26.738,,2.53,57.0,34.1
500,6.68,34.313,0.48,26.928,,2.87,69.8,37.9
19,13.34,33.491,6.67,25.157,0.76,0.56,3.5,2.1
10,22.73,33.734,4.7,23.053,,,,
467,5.95,34.245,0.48,26.968,,3.08,78.4,40.1
500,6.61,34.322,0.53,26.944,,2.71,71.8,40.1
351,7.85,34.245,1.09,26.708,,2.77,50.0,33.1
30,21.48,34.58,,24.046,,,,
186,9.58,33.791,3.43,26.082,,1.71,24.7,21.9
2,16.57,33.146,5.73,24.193,0.06,0.32,2.1,0.4
700,5.18,34.44,,27.217,,,,
600,5.88,34.31,0.4,27.029,,,,
800,4.72,34.496,,27.315,,,,
591,5.26,34.25,0.67,27.056,,3.35,,
264,9.58,33.99,4.29,26.239,,1.7,,
30,12.68,33.747,,25.487,,,,
50,22.49,35.13,,24.183,,,,
232,8.76,,2.37,,,,,
10,14.67,32.979,6.05,24.486,0.25,0.33,2.3,0.0
87,9.22,33.58,4.2,25.973,,,,
514,5.11,34.157,0.62,26.999,,3.15,87.7,42.0
100,8.95,33.945,2.46,26.302,,2.21,,
102,9.98,33.783,3.24,26.007,0.02,1.71,23.3,21.7
500,6.13,34.298,0.67,26.987,,,,
30,16.27,33.707,4.6,24.694,,0.31,,
229,8.55,34.139,1.77,26.518,,2.32,39.9,30.4
150,7.98,33.713,3.76,26.269,,,,
400,7.19,34.185,0.68,26.756,,,,
10,13.78,33.083,5.81,24.752,,,,
900,4.18,34.419,0.32,27.313,,,,
125,9.8,33.63,3.86,25.918,0.01,1.59,19.8,20.2
534,6.26,34.32,0.43,26.988,,,,
15,16.85,33.146,5.76,24.128,0.35,0.47,1.4,2.4
82,19.05,35.23,3.73,25.189,,,,
75,17.77,34.18,5.39,24.704,,,,
300,9.3,34.503,0.71,26.686,,,,
100,10.58,32.836,5.11,25.167,,,,
1163,3.49,34.6,0.9,27.528,,,,
500,6.41,34.31,0.43,26.961,,,,
400,7.76,34.402,,26.846,,,,
10,16.91,33.3497,5.615,24.27077,0.146,0.32,1.94,0.0
85,11.16,33.31,4.92,25.433,0.18,1.01,9.7,10.7
400,8.07,,0.35,,,2.86,,
150,9.87,33.506,4.37,25.81,,1.27,18.4,6.1
75,10.72,33.51,4.18,25.667,0.08,1.36,14.4,16.1
125,8.899,33.9859,2.07,26.34453,0.022,2.17,33.57,28.2
10,14.93,33.59,,24.901,,,,
500,5.87,34.202,,26.944,,,,
20,15.98,33.82,5.46,24.846,,,,
700,5.46,34.46,,27.2,,,,
70,10.98,33.214,,25.39,,,,
147,9.44,33.69,3.94,26.025,,1.67,,
98,9.14,33.96,2.66,26.283,,,,
50,15.68,33.072,5.78,24.339,0.13,0.33,1.6,0.0
10,15.25,33.28,,24.593,,,,
150,10.69,34.235,1.65,26.239,,,,
37,16.8,,5.37,,,0.21,16.0,
60,13.73,33.176,5.97,24.836,0.61,0.51,2.3,1.0
99,10.8,33.464,3.61,25.618,0.04,1.43,17.4,18.0
2,16.38,33.335,6.28,24.382,,,,
306,7.0,34.22,,26.808,,,,
400,7.09,34.342,,26.893,,,,
50,12.38,33.483,5.03,25.341,,,,
0,19.72,33.42,6.32,23.63,1.2,0.18,3.9,0.0
75,13.31,33.51,5.93,25.18,,,,
1000,3.72,34.47,,27.401,,,,
171,8.854,33.8874,2.803,26.27597,0.002,1.94,29.32,25.83
411,7.82,34.379,0.49,26.819,,2.31,57.0,28.0
250,8.48,34.024,2.81,26.439,,2.08,35.2,27.0
101,15.86,33.539,5.78,24.66,0.13,0.25,0.8,0.0
65,9.91,33.674,3.37,25.933,0.09,1.73,22.2,20.8
500,6.04,34.269,0.57,26.976,,,,
54,14.34,33.222,6.28,24.745,0.32,0.42,1.7,0.4
400,6.15,34.14,,26.859,,,,
1,15.34,33.612,6.09,24.828,4.17,0.35,3.0,0.3
900,4.05,34.356,0.47,27.276,,3.19,,
213,9.46,34.38,0.8,26.562,,,,
23,,33.69,,,,,,
400,8.48,34.505,0.23,26.819,,3.07,56.0,31.9
39,17.99,33.84,5.5,24.389,,,,
30,14.88,33.272,5.87,24.668,0.3,0.32,1.9,0.0
75,11.51,33.826,3.27,25.771,,,,
125,11.95,34.189,1.77,25.972,,,,
386,8.62,34.485,0.42,26.782,,,,
250,7.48,34.03,,26.591,,,,
15,13.31,33.317,4.64,25.029,2.17,0.72,7.7,0.7
339,9.56,34.64,0.24,26.752,,,,
898,4.18,,,,,,,
358,7.09,34.2,1.19,26.781,,,,
101,13.28,,4.85,,,0.82,8.0,6.1
50,12.54,33.56,3.41,25.369,,,,
31,14.91,32.804,6.15,24.301,0.33,0.36,2.9,0.0
450,6.3,34.119,,26.823,,,,
2,13.0,33.35,6.65,25.115,5.98,0.33,1.4,1.0
50,11.43,33.513,5.8,25.542,,,,
50,10.59,,4.9,,,,,
20,16.15,33.526,5.56,24.582,,,,
400,7.24,34.264,,26.811,,,,
321,9.55,,0.89,,,3.0,,
124,11.09,33.548,4.19,25.632,0.05,1.34,15.5,15.0
250,8.18,33.876,3.33,26.368,,,,
0,13.01,33.58,,25.292,,,,
30,18.96,33.773,5.62,24.096,,0.14,1.0,0.0
250,8.35,34.179,,26.581,,,,
171,8.7,34.126,1.36,26.484,0.09,2.54,44.4,31.7
400,8.2,34.42,,26.795,,,,
125,10.19,33.595,,25.826,,,,
250,10.03,34.43,,26.507,,,,
140,9.529,33.7503,3.011,26.05989,0.007,1.79,25.55,23.54
380,6.64,34.181,0.81,26.827,,2.89,64.1,37.5
20,14.05,33.481,5.92,25.004,0.49,0.47,2.9,1.3
700,4.5,34.129,1.06,27.047,,2.76,97.3,41.0
414,6.8,,0.51,,,,,
10,18.466,33.3487,5.647,23.8951,0.184,0.29,0.76,0.0
40,17.44,33.351,5.6,24.147,0.13,0.24,1.1,0.3
100,10.02,33.04,5.35,25.421,,,,
203,8.6,33.96,2.78,26.37,0.0,2.0,32.5,26.5
170,9.14,34.245,1.36,26.508,0.02,2.49,38.8,30.2
541,11.62,34.855,1.13,26.562,,2.89,72.0,27.7
77,14.73,33.299,6.05,24.722,,,,
229,8.1,34.04,2.48,26.509,,2.18,38.1,29.5
270,8.373,34.1356,1.579,26.5477,,2.37,40.98,30.57
549,5.18,34.26,0.32,27.073,,,,
125,12.83,34.481,0.76,26.029,,,,
0,16.0,33.33,5.75,24.464,,,,
378,6.83,34.07,1.79,26.714,,2.59,54.2,33.8
1000,4.16,,,,,,,
400,6.49,34.301,0.65,26.942,,,,
100,15.35,33.37,5.79,24.643,0.19,0.27,3.2,0.1
150,8.68,34.02,,26.404,,,,
0,18.9,33.44,,23.856,,,,
20,18.86,33.762,5.49,24.113,0.1,0.3,2.7,0.1
300,8.23,34.223,,26.634,,,,
928,4.06,34.47,,27.366,,,,
300,7.83,34.013,3.04,26.528,,2.04,38.6,28.0
891,4.0,34.34,0.33,27.268,,3.49,,
125,10.43,33.754,3.2,25.909,0.04,1.65,20.7,20.0
24,,33.08,6.21,,,,,
10,15.21,33.547,5.82,24.807,0.17,0.36,2.7,0.0
700,4.6,34.32,0.33,27.187,,3.37,104.7,43.7
150,9.62,33.561,4.49,25.895,,1.42,18.9,16.6
72,13.04,33.03,5.97,24.862,,,,
100,12.03,33.64,,25.53,,,,
250,8.14,33.986,2.57,26.461,,2.17,36.9,29.4
69,14.46,33.29,6.16,24.772,,,,
125,9.46,33.79,,26.099,,,,
153,9.81,34.038,2.62,26.236,,1.98,29.0,22.9
62,10.2,33.68,3.59,25.889,0.1,1.57,21.5,20.4
123,9.96,33.288,4.65,25.625,0.04,1.29,13.5,15.2
160,12.98,35.0,1.95,26.402,,2.72,66.0,26.0
201,10.34,33.84,4.77,25.993,,1.38,,
1100,3.87,,,,,,,
58,11.64,33.29,5.83,25.33,0.39,,,
46,14.86,33.5,6.01,24.848,0.63,0.39,3.9,0.2
321,6.59,34.136,0.88,26.798,,2.87,64.1,37.5
200,7.8,34.026,1.85,26.542,,2.37,,
476,9.16,,0.14,,,2.78,,
31,11.23,33.721,5.7,25.739,3.08,1.15,15.9,12.8
50,16.1,33.26,,24.39,,,,
408,7.23,34.26,0.92,26.81,,,,
438,6.32,34.228,0.49,26.907,,2.98,71.3,39.0
73,15.83,33.51,5.02,24.643,,,,
10,19.41,33.546,5.88,23.807,,,,
300,7.0,34.033,,26.661,,,,
421,7.9,34.45,0.25,26.863,,,,
125,8.84,,2.76,,,2.08,,
545,6.43,34.38,0.45,27.014,,,,
50,19.53,34.042,5.17,24.157,,,,
154,12.65,34.65,0.45,26.196,,2.74,,
291,8.91,34.45,,26.707,,,,
19,16.6,33.39,5.76,24.374,,,,
50,16.14,33.555,,24.607,,,,
150,10.88,33.62,4.63,25.726,,,,
250,9.5,34.34,,26.525,,,,
38,19.28,33.509,5.45,23.814,0.15,0.29,0.9,0.0
400,7.62,34.273,0.77,26.765,,2.85,54.5,34.8
500,6.57,34.344,0.49,26.967,,,,
124,10.38,33.09,5.26,25.4,0.09,1.09,9.8,11.2
99,13.71,34.52,,25.88,,,,
67,13.91,34.2,1.13,25.59,,,,
312,8.38,34.42,0.49,26.766,,,,
0,14.99,33.61,6.24,24.9,6.03,0.34,3.4,0.9
250,7.64,34.09,,26.616,,,,
347,7.51,,1.04,,,2.9,,
250,7.33,34.111,1.69,26.676,,2.44,,
211,7.94,34.04,2.38,26.532,,,,
9,18.22,33.586,5.69,24.137,0.21,0.31,2.7,0.0
400,6.54,34.134,1.09,26.804,,,,
1,19.15,33.491,5.41,23.831,0.08,0.24,2.0,0.0
200,9.61,33.89,3.59,26.154,,1.62,23.1,21.4
23,18.57,33.46,6.31,23.954,,,,
300,8.48,34.35,0.67,26.696,,3.26,,
150,10.75,33.696,,25.808,,,,
20,15.47,33.75,,24.907,,,,
150,9.03,34.093,2.02,26.406,0.01,2.28,36.0,28.7
119,9.12,33.973,2.62,26.297,0.01,2.02,27.9,25.0
102,10.44,33.75,2.27,25.903,,,,
71,13.98,33.03,5.53,24.672,,,,
50,13.51,33.368,5.67,25.029,0.4,0.66,4.4,4.7
75,10.82,33.69,,25.79,,,,
51,11.45,33.612,4.03,25.615,0.25,1.26,14.7,14.7
125,9.68,33.188,4.96,25.593,,1.27,16.5,14.0
55,9.83,32.906,6.87,25.347,,0.45,0.0,0.9
117,9.54,33.39,5.03,25.774,,,,
250,7.3,34.056,,26.637,,,,
105,17.2,34.63,1.5,25.188,,,,
139,11.02,33.507,4.69,25.613,,,,
60,11.2,32.847,5.92,25.065,0.32,0.78,5.7,4.7
126,13.6,33.556,5.27,25.158,,0.78,3.0,
8,11.14,33.88,4.44,25.879,,1.66,,
351,9.49,34.67,0.19,26.787,,,,
125,10.42,34.08,,26.165,,,,
250,9.145,34.1595,1.594,26.4459,,2.37,37.49,29.1
16,14.85,33.06,5.89,24.51,0.12,0.35,2.3,0.1
75,14.0,33.228,5.78,24.821,0.33,0.44,3.4,1.2
50,13.71,33.38,,24.997,,,,
800,4.44,34.431,0.43,27.294,,,,
300,9.1,34.498,0.45,26.715,,,,
0,21.78,33.79,4.93,23.361,,,,
75,12.94,33.339,5.43,25.121,0.55,0.83,5.0,5.2
81,10.2,33.641,3.79,25.859,0.05,1.54,19.0,19.1
400,6.51,34.122,1.22,26.798,,2.74,61.7,36.5
11,13.36,33.057,6.19,24.817,,,,
70,,33.12,5.4,,,,,
125,11.97,33.39,,25.348,,,,
494,5.86,34.27,0.5,26.999,,,,
75,13.85,,5.14,,,0.83,,
228,7.82,34.042,2.43,26.552,,2.2,40.2,30.1
75,10.96,33.105,,25.309,,,,
30,10.32,33.12,,25.431,,,,
3200,1.6,34.659,2.75,27.747,,2.75,179.9,40.4
150,10.61,33.527,4.53,25.701,,,,
150,9.05,33.965,,26.303,0.02,,,
1000,3.81,,0.69,,,,,
536,6.74,34.44,0.15,27.02,,,,
55,,,1.81,,,2.23,,
10,17.59,33.385,5.65,24.136,0.37,,,
48,16.18,33.61,,24.64,,,,
264,7.78,34.045,2.01,26.56,,,,
20,15.48,33.531,6.65,24.736,,,,
96,12.53,33.167,5.65,25.068,0.21,0.73,5.8,4.7
150,9.39,34.011,2.6,26.284,,,,
900,4.32,34.454,,27.326,,,,
30,14.14,33.111,6.08,24.7,,0.36,2.0,
228,7.68,34.056,2.3,26.583,,,,
183,9.47,33.811,,26.115,,,,
114,9.04,34.05,2.46,26.37,,,,
228,8.57,34.144,1.97,26.519,,2.34,40.5,29.6
598,5.43,34.35,0.33,27.115,,,,
20,16.32,33.13,,24.239,,,,
30,16.63,33.663,5.03,24.577,,,,
0,,33.62,5.63,,,,,
379,6.05,,1.21,,,,,
125,9.9,33.72,,25.972,,,,
22,17.44,33.12,5.81,23.97,0.2,0.35,3.5,0.0
267,7.16,34.068,1.79,26.666,,,,
1072,3.82,34.47,0.67,27.391,,3.31,,
62,12.92,33.541,4.98,25.281,0.37,0.71,7.8,6.1
50,12.87,33.412,5.49,25.19,0.44,0.62,6.0,4.4
86,9.76,33.544,3.96,25.857,0.03,1.55,18.5,19.1
150,10.19,33.907,2.71,26.07,,,,
80,10.92,33.18,,25.375,,,,
11,15.41,33.288,6.02,24.564,0.22,0.45,2.4,0.3
20,16.62,33.127,5.68,24.167,0.09,0.34,0.0,0.0
75,13.04,33.494,5.37,25.221,,,3.9,3.5
75,12.141,33.0913,5.777,25.08459,0.172,0.64,4.43,4.1
30,18.46,,4.95,,,0.33,,
318,7.18,34.034,2.26,26.637,,2.38,47.0,31.6
400,7.5,34.332,0.6,26.828,,,,
30,,,,,,,,
250,7.73,34.0,2.11,26.532,,2.79,,
30,15.08,32.718,5.65,24.198,0.55,0.4,3.8,1.3
20,13.43,32.97,5.94,24.736,,,,
20,11.87,33.702,4.09,25.606,4.13,1.34,17.4,14.9
75,,,4.21,,,1.31,19.9,19.3
170,9.88,33.9177,2.51,26.13394,0.003,2.0,27.01,24.27
30,12.5,32.79,5.91,24.78,,,,
99,9.15,34.031,2.33,26.338,0.04,2.19,34.2,27.0
1114,3.58,34.53,0.87,27.463,,,,
10,14.36,33.506,6.21,24.958,8.39,0.26,0.7,1.7
50,11.548,33.1682,5.36,25.25321,0.145,0.91,5.9,8.6
100,10.8,33.76,,25.848,,,,
47,10.63,33.347,4.77,25.555,0.34,1.28,13.0,13.4
1000,4.39,34.493,0.41,27.35,,3.35,,
197,9.02,34.19,1.75,26.484,,2.34,,
30,20.3,34.602,5.03,24.382,,,,
10,14.079,33.4587,5.388,24.981,0.791,0.64,5.03,4.1
100,10.0,33.646,3.83,25.897,,,,
50,11.01,33.62,3.66,25.701,0.28,1.51,17.0,17.0
10,,,,,0.18,,,
10,20.08,33.548,5.31,23.635,,,,
0,10.79,33.84,4.74,25.91,,,,
1,15.71,33.533,5.85,24.685,0.22,0.31,1.8,0.0
170,8.73,33.965,2.44,26.353,0.01,2.13,34.3,28.1
127,16.71,34.168,4.57,24.95,,0.56,4.0,4.0
30,10.89,32.884,6.0,25.149,,,,
400,7.12,,0.97,,,2.92,,
2,15.49,33.168,5.77,24.453,0.09,0.31,2.0,0.1
150,9.25,33.732,3.33,26.088,,,,
140,9.48,33.698,3.21,26.024,0.0,1.81,23.9,23.9
500,6.85,34.284,0.58,26.882,,2.95,67.0,37.3
365,6.44,34.16,0.82,26.837,,,,
195,12.05,34.71,0.19,26.36,,2.85,,
20,14.84,,,,,,,
2,16.59,33.024,5.76,24.094,0.25,0.38,2.0,0.1
321,7.8,34.24,0.8,26.711,,2.71,53.7,34.5
75,13.86,33.046,,24.709,,,,
1000,,,1.12,,,,,
20,17.0,35.69,,26.046,,,,
313,10.53,34.7,0.07,26.633,,,,
88,12.22,33.649,3.88,25.501,,,,
1,15.99,33.583,5.77,24.661,,0.38,2.0,
400,7.51,34.311,,26.81,,,,
85,11.612,33.3706,4.487,25.4004,0.098,1.16,11.95,12.44
143,10.64,33.654,3.89,25.795,0.03,,,
460,5.56,,0.62,,,,,
10,17.71,33.62,5.6,24.287,,,,
37,15.44,33.549,6.25,24.759,,0.46,0.0,
28,12.5,33.036,6.08,24.97,,,,
566,5.74,34.36,0.38,27.086,,,,
436,6.07,34.16,0.8,26.885,,3.06,71.0,39.3
169,9.04,33.962,2.83,26.302,0.0,1.96,29.9,25.3
200,8.461,33.986,2.412,26.4146,0.001,2.14,35.0,28.5
500,6.43,34.27,,26.927,,,,
125,9.06,33.96,,26.297,,,,
604,5.6,34.45,,27.174,,,,
600,5.65,34.344,,27.084,,,,
0,19.02,33.4,5.57,23.795,,,,
300,9.36,34.501,0.43,26.675,,,,
40,14.25,33.461,,24.948,,,,
50,14.42,33.096,6.0,24.63,0.4,0.32,2.6,0.0
250,8.63,34.216,1.38,26.567,,,,
128,9.78,34.02,,26.226,,,,
115,11.05,33.391,4.75,25.517,0.1,1.17,9.9,12.6
30,15.97,33.63,5.89,24.703,,,,
50,16.33,33.341,5.71,24.399,0.07,0.25,2.9,0.1
400,8.33,34.499,0.29,26.837,,,,
200,9.09,34.158,1.64,26.448,0.01,2.38,37.6,28.6
18,13.2,32.628,,24.517,,,,
75,14.53,33.487,5.98,24.91,,0.54,,
300,7.11,34.05,,26.659,,,,
410,5.67,,0.89,,,,,
50,15.62,33.362,5.77,24.576,0.72,0.35,1.1,0.3
75,14.57,33.71,,25.073,,,,
70,12.751,33.2513,5.472,25.0915,0.388,0.65,5.43,5.1
15,15.62,33.78,,24.896,,,,
200,9.97,34.12,,26.274,,,,
20,13.668,33.4232,5.719,25.03892,1.014,0.61,4.91,3.4
140,11.96,33.628,4.95,25.535,0.1,0.81,8.0,8.1
100,9.19,33.884,2.57,26.216,,1.82,,
300,8.1,34.2,,26.635,,,,
462,6.4,,0.48,,,2.88,,
125,10.33,33.208,5.06,25.5,,,,
500,6.53,34.353,0.37,26.979,,,,
75,16.42,,4.44,,,,,13.0
20,13.88,33.331,6.06,24.924,,,,
268,7.47,34.122,1.55,26.665,,2.51,50.7,33.5
800,4.33,34.43,,27.305,,,,
15,10.64,32.83,6.47,25.15,,,,
75,13.59,33.421,5.58,25.054,,,,
207,8.78,34.2,,26.53,,,,
157,12.0,33.653,5.51,25.547,,,,
0,18.19,33.56,5.94,24.12,0.2,0.26,3.4,0.1
800,4.28,34.37,,27.262,,,,
95,10.54,33.31,5.14,25.543,,,,
1427,2.96,34.6,1.23,27.579,,3.6,,
150,10.69,34.429,1.06,26.39,,,,
